"Account","Date","Merchant","Description","Amount","Type","Category","Sub-category","Property","Unit","Notes"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 26, 2024","QUANTUM FIBER","QUANTUM FIBER  |  QUANTUM FI","-50","Operating Expenses","Utilities","Phone, Cable & Internet","804 S Quitman St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 26, 2024","TD BANK NA","TD BANK NA  |  ACCTVERIFY","0.25","Operating Expenses","Other Operating Expenses","Bank Fees","86 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 26, 2024","TD BANK NA","TD BANK NA  |  ACCTVERIFY","0.15","Operating Expenses","Other Operating Expenses","Bank Fees","86 Madison Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 25, 2024","Wire from THOMAS AUSTIN | OPF19505001","Wire from THOMAS AUSTIN | OPF19505001","10000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 25, 2024","Wire from KEVIN J DAUS | WIRE PAYMENT","Wire from KEVIN J DAUS | WIRE PAYMENT","5000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","86 Madison Ave","","Purchase of Angela's Equity"
"ECO Systems, LLC-ECO Systems Operations-2624","November 25, 2024","Wire from LAIMONAS SIMUTIS | LOFTY","Wire from LAIMONAS SIMUTIS | LOFTY","10000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","86 Madison Ave","","Purchase of Angela's Equity"
"ECO Systems, LLC-ECO Systems Operations-2624","November 25, 2024","Wire from KYLE R MCARTHUR | BUYING PROPERTY","Wire from KYLE R MCARTHUR | BUYING PROPERTY","10000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","86 Madison Ave","","Purchase of Angela's Equity"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 25, 2024","CITYOFDENVERWAST","Purchase from CITYOFDENVERWAST  |  Address: 720-913-1311, CO, US  |  **4190","-27","Operating Expenses","Utilities","Garbage & Recycling","804 S Quitman St","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 23, 2024","WYOMING SECRETARY OF ST","Purchase from WYOMING SECRETARY OF ST  |  Address: 307-7775847, WY, US  |  **4243","-103.75","Operating Expenses","Taxes","Tax Licenses & Registrations","84 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 22, 2024","CORPORATE FILINGS LLC","Purchase from CORPORATE FILINGS LLC  |  Address: 888-7898466, WY, US  |  **4243","-50","Operating Expenses","Legal & Other Professional Fees","Legal Fees","84 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 22, 2024","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","-200","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 22, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","200","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 16, 2024","STATE FARM  INSURANCE","Purchase from STATE FARM  INSURANCE  |  Address: 800-956-6310, IL, US  |  **4243","-994.33","Operating Expenses","Insurance","Rental Dwelling","84 Madison Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","November 15, 2024","Withdraw at 7ELEVEN-FCTI, 495 SHERIDAN AVE  |  Address: LAKEWOOD, CO, US  |  **1816","Withdraw at 7ELEVEN-FCTI, 495 SHERIDAN AVE  |  Address: LAKEWOOD, CO, US  |  **1816","-43.5","Operating Expenses","Auto & Travel","Transportation","804 S Quitman St","","Moving washer & dryer labor"
"Earl Vanze Co-Faraday Rentals-4078","November 15, 2024","7-ELEVEN","Purchase from 7-ELEVEN  |  Address: Lakewood, CO, US  |  **1816","-15.78","Operating Expenses","Auto & Travel","Meals & Food","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 15, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-120","Operating Expenses","Auto & Travel","Transportation","804 S Quitman St","","Washing Machine and Dryer Transportation"
"Earl Vanze Co-Faraday Rentals-4078","November 15, 2024","Withdraw at CIRCLE K #27-KH2, 3600 W 38TH AVE  |  Address: DENVER, CO, US  |  **1816","Withdraw at CIRCLE K #27-KH2, 3600 W 38TH AVE  |  Address: DENVER, CO, US  |  **1816","-300","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Washing Machine and Dryer FB marketplace"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 15, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-300","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Washing Machine and Dryer Transportation"
"Earl Vanze Co-Faraday Rentals-4078","November 15, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","300","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Washing Machine and Dryer FB marketplace"
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-55.12","Transfers & Other","Escrow Payments","General Escrow Payments","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-45.83","Operating Expenses","Legal & Other Professional Fees","General Operating Expenses","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-45","Operating Expenses","Cleaning & Maintenance","Pest","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-68.13","Operating Expenses","Insurance","Rental Dwelling","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-149.45","Operating Expenses","Utilities","Water & Sewer","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-361.91","Operating Expenses","Taxes","City, State, & Local Taxes","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-283.47","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","FREEDOM","FREEDOM  |  MTG PYMTS |  0126989383","-137.25","Loan Payments & Capex","Mortgage Principal Payments","General Loan Payments & Capex","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 14, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","40","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 14, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-40","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Washing Machine and Dryer Labor"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 14, 2024","Withdraw at WALGREENS # -L00, 4401 WADSWORTH BLVD  |  Address: WHEAT RIDGE, CO, US  |  **6267","Withdraw at WALGREENS # -L00, 4401 WADSWORTH BLVD  |  Address: WHEAT RIDGE, CO, US  |  **6267","-300","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","Washing Machine and Dryer FB marketplace"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 14, 2024","ARCADIA","Purchase from ARCADIA  |  Address: HTTPSWWW.ARCA, DC, US  |  **6778","-256.37","Operating Expenses","Utilities","Gas & Electric","724 3rd Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","40","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-40","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-100","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","100","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","13","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","","For insurance"
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","-13","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","","For insurance"
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","CASH APP*EVAN CHEN","CASH APP*EVAN CHEN, 800-9691940, CA, US  |  **4225","-2400","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","","Electrical 2x Main Panel Upgrades"
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","-1100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","For Mortgage Payment"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","1100","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","For Mortgage Payment"
"Earl Vanze Co-Faraday Rentals-4078","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-3700","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","For Electrical MPU"
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","3700","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","For Electrical MPU"
"Earl Vanze Co-Faraday Rentals-4078","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-50","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","50","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 13, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-700","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Reimburse advance for materials"
"ECO Systems, LLC-ECO Systems Operations-2624","November 13, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","700","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 13, 2024","Baselane","Baselane  |  Rent#378443","875","Revenue","Rents","General Revenue","724 3rd Ave","Floor 2",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 12, 2024","NEWREZ-SHELLPOIN","NEWREZ-SHELLPOIN  |  WEB PMTS |  0579768659","-2060.97","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 12, 2024","CITADEL SERV PMT","CITADEL SERV PMT  |  MTGE PAYMT |  1910008671","-4270.6","Loan Payments & Capex","Mortgage Payments","General Loan Payments & Capex","90 Madison Ave","","*SPLIT*"
"ECO Systems, LLC-ECO Systems Operations-2624","November 12, 2024","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","Avocado LFTY0423 DAO LLC  |  TRANSFER_O","-400","Transfers & Other","Transfers Between Accounts","General Transfers & Other","3560 Saint Albans Rd","","Advance for OpEx"
"ECO Systems, LLC-ECO Systems Operations-2624","November 12, 2024","WMT PLUS 2024","Purchase from WMT PLUS 2024  |  Address: 800-966-6546, AR, US  |  **4225","-105.84","Operating Expenses","Other Operating Expenses","Memberships","84 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 09, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-300","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Earl Vanze Co-Faraday Rentals-4078","November 09, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","300","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 08, 2024","Grape LFTY403 DAO LLC  |  TRANSFER_O","Grape LFTY403 DAO LLC  |  TRANSFER_O","-1387.87","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","",""
"Manually Added- Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 08, 2024","Grape LFTY403 DAO LLC  |  TRANSFER_O","Grape LFTY403 DAO LLC  |  TRANSFER_O","-45.83","Operating Expenses","Legal & Other Professional Fees","General Operating Expenses","724 3rd Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 08, 2024","Heron LFTY0314 DAO LLC  |  TRANSFER_O","Heron LFTY0314 DAO LLC  |  TRANSFER_O","437.48","Operating Expenses","Taxes","City, State, & Local Taxes","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 08, 2024","Heron LFTY0314 DAO LLC  |  TRANSFER_O","Heron LFTY0314 DAO LLC  |  TRANSFER_O","127.33","Operating Expenses","Insurance","Rental Dwelling","88 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 08, 2024","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","492.52","Operating Expenses","Taxes","City, State, & Local Taxes","90 Madison Ave","",""
"ECO Systems, LLC-ECO Systems Operations-2624","November 08, 2024","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","Strawberry LFTY402 DAO LLC  |  TRANSFER_O","97.92","Operating Expenses","Insurance","General Operating Expenses","90 Madison Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 08, 2024","Baselane","Baselane  |  Rent#458799","845","Revenue","Rents","General Revenue","724 3rd Ave","Basement",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 08, 2024","Baselane","Baselane  |  Rent#308375","680","Revenue","Rents","General Revenue","724 3rd Ave","Floor 1",""
"Earl Vanze Co-Faraday Rentals-4078","November 07, 2024","COINBASE INC.","COINBASE INC.  |  8889087930","2000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Nate Gipson USDC via Coinbase"
"Earl Vanze Co-Faraday Rentals-4078","November 07, 2024","VENMO","VENMO  |  PAYMENT |  1038073704112","-5","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","PS3 via FB Marketplace"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 07, 2024","Withdraw at TARGET #2219-G97, 11150 S TWENTY MILE  |  Address: PARKER, CO, US  |  **6267","Withdraw at TARGET #2219-G97, 11150 S TWENTY MILE  |  Address: PARKER, CO, US  |  **6267","-40","Loan Payments & Capex","Capital Expenditures","New Furniture & Equipment","804 S Quitman St","","PS3 via FB Marketplace"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 05, 2024","Merchants Mortga","Merchants Mortga  |  WEB PMTS","-6804.71","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","804 S Quitman St","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 03, 2024","Withdraw at CIRCLE K #27-K02, 3805 KIPLING  |  Address: WHEAT RIDGE, CO, US  |  **4243","Withdraw at CIRCLE K #27-K02, 3805 KIPLING  |  Address: WHEAT RIDGE, CO, US  |  **4243","-500","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","Additional EMD transfer to Chase paid via check"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 03, 2024","Withdraw at CIRCLE K #27-K02, 3805 KIPLING  |  Address: WHEAT RIDGE, CO, US  |  **4243","Withdraw at CIRCLE K #27-K02, 3805 KIPLING  |  Address: WHEAT RIDGE, CO, US  |  **4243","-500","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","Additional EMD transfer to Chase paid via check"
"Earl Vanze Co-Faraday Rentals-4078","November 02, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-2000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","","Nate Gipson via Coinbase USDC"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 02, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","2000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","","Nate Gipson via Coinbase USDC"
"Earl Vanze Co-Faraday Rentals-4078","November 02, 2024","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","Lychee LFTY0431 DAO LLC  |  INTERNAL_TRANSFER","1000","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","Additional EMD transfer to Chase paid via check"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 02, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-1000","Property Transactions","Down Payments","General Property Transactions","84 Madison Ave","","Additional EMD transfer to Chase paid via check"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 02, 2024","Wolberg Lighting Design","Return from Wolberg Lighting Design  |  Address: Albany, NY, US  |  **1599","48.97","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 02, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","27.21","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","November 02, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-27.21","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","November 02, 2024","Interest October 2024","Interest October 2024","27.21","Transfers & Other","Interest Received","Baselane Banking Interest","804 S Quitman St","",""
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 02, 2024","USPS.COM CLICKNSHIP","Purchase from USPS.COM CLICKNSHIP  |  Address: 800-344-7779, DC, US  |  **4243","-9","Operating Expenses","Supplies","Office Supplies & Postage","84 Madison Ave","",""
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","November 02, 2024","Wolberg Lighting Design","Purchase from Wolberg Lighting Design  |  Address: Albany, NY, US  |  **1599","-2.09","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","",""
"NARWALL Holdings, LLC-NARWALL Holdings Reserves-3434","November 01, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-2000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 01, 2024","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER","2000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Reserves-1601","November 01, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-2500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 01, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","2500","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
"Earl Vanze Co-Faraday Rentals-4078","November 01, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-1750","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Ian Haber via Coinbase USDC"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 01, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","1750","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","804 S Quitman St","","Ian Haber via Coinbase USDC"
"Lychee LFTY0431 DAO LLC - 84 Madison-84 Madison Ave Operations-2073","November 01, 2024","Wesley Babcock  |  TRANSFER_O","Wesley Babcock  |  TRANSFER_O","2000","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","84 Madison Ave","","Additional $2K EMD in exchange for closing moving from 11/5/24 to 11/15/24. $4K in total deposits goes hard and payable to seller if close does not occur. "
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 01, 2024","Merch Mort Trust","Merch Mort Trust  |  Pymts","-6804.71","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","804 S Quitman St","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","November 01, 2024","Merch Mort Trust","Returned received ACH transaction #231379612 due to: Account has insufficient funds","6804.71","Loan Payments & Capex","Mortgage Interest Payments","General Loan Payments & Capex","804 S Quitman St","",""
"Earl Vanze Co-Faraday Rentals-4078","November 01, 2024","COINBASE INC.","COINBASE INC.  |  8889087930","1750","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Ian Haber via Coinbase USDC"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 31, 2024","WAL-MART #2264","Purchase from WAL-MART #2264  |  Address: SCHENECTADY, NY, US  |  **1599","-58.32","Operating Expenses","Repairs","Repairs Supplies","724 3rd Ave","",""
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 30, 2024","XCEL ENERGY-PSCO","XCEL ENERGY-PSCO  |  XCELENERGY |  00150965480","-46.73","Operating Expenses","Utilities","Gas & Electric","804 S Quitman St","",""
"ECO Systems, LLC-ECO Systems Operations-2624","October 28, 2024","CASH APP*EVAN CHEN","CASH APP*EVAN CHEN, 800-9691940, CA, US  |  **4225","-2400","Loan Payments & Capex","Capital Expenditures","Plumbing & Electrical","724 3rd Ave","","MPU Labor Deposit"
"ECO Systems, LLC-ECO Systems Operations-2624","October 28, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","2400","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","MPU Labor Deposit"
"Earl Vanze Co-Faraday Rentals-4078","October 28, 2024","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER","-2400","Transfers & Other","Owner Contributions/Distributions","General Transfers & Other","724 3rd Ave","","MPU Labor Deposit"
"Earl Vanze Co-Faraday Rentals-4078","October 28, 2024","COINBASE INC.","COINBASE INC.  |  8889087930","2000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","","Nate Gipson USDC via Coinbase"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 28, 2024","QUANTUM FIBER","QUANTUM FIBER  |  QUANTUM FI","-50","Operating Expenses","Utilities","Phone, Cable & Internet","804 S Quitman St","",""
"Earl Vanze Co-Faraday Rentals-4078","October 27, 2024","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER","200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Reimburse advance for materials"
"Grape LFTY403 DAO LLC - 724 3rd Ave-724 3rd Ave Operations-4314","October 27, 2024","Earl Vanze Co  |  INTERNAL_TRANSFER","Earl Vanze Co  |  INTERNAL_TRANSFER","-200","Transfers & Other","Transfers Between Accounts","General Transfers & Other","724 3rd Ave","","Reimburse advance for materials"
"Lion LFTY0435 DAO LLC - 804 S Quitman-804 S Quitman St Operations-1879","October 27, 2024","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER","-2000","Transfers & Other","Transfers Between Accounts","General Transfers & Other","804 S Quitman St","",""
