Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"June 13, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **6778",-250.74,,,,724 3rd Ave,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 12, 2025",PELICAN LFTY0316,Returned due to: Unable to locate account  |  Scruggs Investments,75,,,,326 South Alcott Street,,Berrett Pest Control 5/6/25
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 12, 2025",PELICAN LFTY0316,Returned due to: Unable to locate account  |  Scruggs Investments,374.19,,,,326 South Alcott Street,,Taxes Escrow May 2025
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 12, 2025",PELICAN LFTY0316,Returned due to: Unable to locate account  |  Scruggs Investments,256.37,,,,326 South Alcott Street,,Insurance Escrow May 2025
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 12, 2025",PELICAN LFTY0316,Returned due to: Unable to locate account  |  Scruggs Investments,131.86,,,,326 South Alcott Street,,SPI*DENVER WATER DENVER CO 05/29/25 Reimbursement
PELICAN LFTY0316 DAO LLC-Security Deposits-6306,"June 12, 2025",Baselane,Baselane  |  SDep#846159,750,Transfers & Other,Security Deposits,,326 South Alcott Street,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 12, 2025",Baselane,Baselane  |  Rent#846160,870,,,,326 South Alcott Street,,#328 Prorated June Rent
,"June 11, 2025",SAMS CLUB RENEWAL,SAMS CLUB RENEWAL,110,,,,84 Madison Ave,,Move to July P&L and split across 4 buildings
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 11, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1582.47,,,,86 Madison Ave,,PM Fee 25%
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 11, 2025",MORTGAGE SERV CT,MORTGAGE SERV CT  |  MTG PAYMT |  8016191218,-2004.54,Loan Payments & Capex,Mortgage Payments,,86 Madison Ave,,unhide mortgage parent for redo
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 11, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HWHMDB4HSQ,475.35,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 11, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HWHMDB4HSQ,343.94,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 11, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  HWHMDB4HSQ,975.63,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 11, 2025",SAMS CLUB RENEWAL,"Purchase from SAMS CLUB RENEWAL  |  Address: DENVER, CO, US  |  **5487",-110,,,,84 Madison Ave,,
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"June 11, 2025",AMAZON MKTPL*NH1ER15W0,"Purchase from AMAZON MKTPL*NH1ER15W0  |  Address: Amzn.com/bill, WA, US  |  **2123",-1109.88,,,,85-104 Alawa Pl,,Bedroom Furnishings
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"June 10, 2025",Baselane,Baselane  |  Rent#378450,875,Revenue,Rents,,724 3rd Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 10, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  OVNS7WN572,361.49,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 10, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  OVNS7WN572,431.98,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  OVNS7WN572,920.95,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 10, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  UQA2SW24CN,96.24,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  SMO6KO4IA7,522.06,,,,86 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025",Kyle Leese  |  TRANSFER_OUT,Kyle Leese  |  TRANSFER_OUT,-441.67,Loan Payments & Capex,Other Loan Payments,,86 Madison Ave,,$5k Loan Payment
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Undo duplicate transfer for portable AC
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,-244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Undo duplicate transfer for portable AC
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Portable AC
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Portable AC
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,172.82,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,4/28-5/4 ARC Thrift / Furnishings and Justin Michael Labor 4/28 ($70)
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-172.82,,,,326 South Alcott Street,,4/28-5/4 ARC Thrift / Furnishings and Justin Michael Labor 4/28 ($70)
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,203,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,Tim Tjaden / Flooring Labor 4/23/25
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-203,,,,326 South Alcott Street,,Tim Tjaden / Flooring Labor 4/23/25
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 10, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,192.92,,,,804 S Quitman St,,4/27 ARC Thrift / Furnishings Reimbursement
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,-192.92,,,,326 South Alcott Street,,4/27 ARC Thrift / Furnishings Reimbursement
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 10, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,58.32,,,,804 S Quitman St,,Area Rug Set from Walmart
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,-58.32,,,,326 South Alcott Street,,Area Rug Set from Walmart
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Scruggs Investments  |  TRANSFER_OUT,Scruggs Investments  |  TRANSFER_OUT,-374.19,,,,326 South Alcott Street,,Taxes Escrow May 2025
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Scruggs Investments  |  TRANSFER_OUT,Scruggs Investments  |  TRANSFER_OUT,-256.37,,,,326 South Alcott Street,,Insurance Escrow May 2025
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Scruggs Investments  |  TRANSFER_OUT,Scruggs Investments  |  TRANSFER_OUT,-131.86,,,,326 South Alcott Street,,SPI*DENVER WATER DENVER CO 05/29/25
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025",Scruggs Investments  |  TRANSFER_OUT,Scruggs Investments  |  TRANSFER_OUT,-75,,,,326 South Alcott Street,,Berrett Pest Control 5/6/25
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-420,,,,326 South Alcott Street,,Various used furnishings sold to the DAO LLC now in #328
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 10, 2025",Spectrum,"Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-19.99,,,,84 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 10, 2025",Spectrum,"Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-20,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 10, 2025",Spectrum,"Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-20,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 10, 2025",Spectrum,"Purchase from Spectrum  |  Address: 855-707-7328, MO, US  |  **6958",-20,,,,90 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Portable AC for 86.2
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 10, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-244.08,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,Portable AC for 86.2
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **4225",-244.08,,,,86 Madison Ave,,Portable AC unit for 86.2
"ECO Systems, LLC-ECO Systems Operations-2624","June 10, 2025",TASKRABBIT* RECEIPT,"Purchase from TASKRABBIT* RECEIPT  |  Address: WWW.TASKRABBI, CA, US  |  **4225",-80.19,,,,5401 Odom Ave,,Yard Work
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",VENMO *Florence Odong,"VENMO *Florence Odong, Visa Direct, NY, US  |  **4225",-2230,,,,88 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",VENMO *Florence Odong,"VENMO *Florence Odong, Visa Direct, NY, US  |  **4225",-1680,,,,86 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",VENMO *Florence Odong,"VENMO *Florence Odong, Visa Direct, NY, US  |  **4225",-1360,,,,90 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 09, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1360,Transfers & Other,Transfers Between Accounts,,90 Madison Ave,,For May 2025 Cleaning to Flo
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER,Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER,1360,Transfers & Other,Transfers Between Accounts,,90 Madison Ave,,For May 2025 Cleaning to Flo
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 09, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-2230,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,For May 2025 Cleaning to Flo
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,2230,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,For May 2025 Cleaning to Flo
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,1680,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,For May 2025 Cleaning to Flo
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 09, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1680,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,For May 2025 Cleaning to Flo
Poodle LFTY0452 DAO LLC-85-104 Alawa Pl Operations-1176,"June 09, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1200,Transfers & Other,Transfers Between Accounts,,85-104 Alawa Pl,,Advance for Furnishings
"ECO Systems, LLC-ECO Systems Operations-2624","June 09, 2025",Poodle LFTY0452 DAO LLC  |  INTERNAL_TRANSFER,Poodle LFTY0452 DAO LLC  |  INTERNAL_TRANSFER,-1200,Transfers & Other,Transfers Between Accounts,,85-104 Alawa Pl,,For Furnishings
Lofty Holding 8143 S Sangamon Street DAO LLC-8143 S Sangamon St Operations-9119,"June 09, 2025",STRIPE,STRIPE  |  8NR0HX REN,1000,,,, 8143 S Sangamon St.,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 09, 2025",XCEL ENERGY-PSCO,XCEL ENERGY-PSCO  |  XCELENERGY |  00031723269,-123.1,,,,326 South Alcott Street,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 09, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QOEBPVDG6U,773.98,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 09, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QOEBPVDG6U,364.74,,,,88 Madison Ave,,
LOFTY HOLDING 5541 S PEORIA STREET DAO LLC-5541 S Peoria St Operations-9125,"June 09, 2025",STRIPE,STRIPE  |  GX30BC REN,1350,,,,5541 S Peoria St,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 08, 2025",VENMO *Raquel Chandle,"VENMO *Raquel Chandle, Visa Direct, NY, US  |  **4225",-80,,,,326 South Alcott Street,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 07, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-2,,,,84 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 07, 2025",PAYLESS POWER,"Purchase from PAYLESS POWER  |  Address: 888-4492735, TX, US  |  **4225",-75,,,,5401 Odom Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 06, 2025",AMAZON MKTPL*N65OF42B1 | 90 Madison - 5/20,AMAZON MKTPL*N65OF42B1 | 90 Madison - 5/20,-8.09,,,,90 Madison Ave,,Auto-split from 163370222
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 06, 2025",AMAZON MKTPL*N65OF42B1 | 88 Madison - 6/20,AMAZON MKTPL*N65OF42B1 | 88 Madison - 6/20,-9.72,,,,88 Madison Ave,,Auto-split from 163370222
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 06, 2025",AMAZON MKTPL*N65OF42B1 | 86 Madison - 5/20,AMAZON MKTPL*N65OF42B1 | 86 Madison - 5/20,-8.1,,,,86 Madison Ave,,Auto-split from 163370222
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 06, 2025",AMAZON MKTPL*N65OF42B1 | 84 Madison - 4/20,AMAZON MKTPL*N65OF42B1 | 84 Madison - 4/20,-6.48,,,,84 Madison Ave,,Auto-split from 163370222
"ECO Systems, LLC-ECO Systems Operations-2624","June 06, 2025",PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,PELICAN LFTY0316 DAO LLC  |  INTERNAL_TRANSFER,1800,Transfers & Other,Transfers Between Accounts,,326 South Alcott Street,,HVAC Cleaning & Maintenance to Elevated Home Remodeling LLC via Chase Zelle
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 06, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1800,,,,326 South Alcott Street,,HVAC Cleaning & Maintenance to Elevated Home Remodeling LLC via Chase Zelle
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 06, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1662.89,,,,90 Madison Ave,,PM Fees 25%
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 06, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-450,,,,326 South Alcott Street,,June PM Fees 10%
Earl Vanze Co-Faraday Rentals-4078,"June 06, 2025",TARGET DEBIT CRD,TARGET DEBIT CRD  |  RETRY PYMT |  38,-38.96,,,,84 Madison Ave,,"4x trash bins, 3x shelf liners"
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 06, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  UGGEJPW5IV,411.42,,,,88 Madison Ave,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 06, 2025",Baselane,Baselane  |  Rent#777038,1500,Revenue,Rents,,326 South Alcott Street,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 06, 2025",Walmart.com,"Purchase from Walmart.com  |  Address: Bentonville, AR, US  |  **5487",-69.29,,,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 05, 2025",NETFLIX.COM,"Purchase from NETFLIX.COM  |  Address: NETFLIX.COM, CA, US  |  **3073",-26.99,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 05, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  3OVJOI5TZ2,243.3,,,,90 Madison Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"June 05, 2025",Baselane,Baselane  |  Rent#745944,845,Revenue,Rents,,724 3rd Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 05, 2025",TINA TACTIKOS,"Purchase from TINA TACTIKOS  |  Address: FACEBOOK.COM/, IL, US  |  **4225",-50,,,,1236 W 7th St,,Yard Work
Lofty Holding 9634 S Green Street DAO LLC-9634 S Green St Operations-9341,"June 04, 2025",CASH APP*EARL CO,"CASH APP*EARL CO, Oakland, CA, US  |  **7429",-1000,,,,9634 S Green St,,"Painting and fixing basement, balance paid to Francis Nanfuri for Invoice 491802 2/6/2025"
"ECO Systems, LLC-ECO Systems Reserves-9971","June 04, 2025",Lofty Holding 9634 S Green Street DAO LLC  |  INTERNAL_TRANSFER,Lofty Holding 9634 S Green Street DAO LLC  |  INTERNAL_TRANSFER,-1000,Transfers & Other,Transfers Between Accounts,,9634 S Green St,,Capital Call via EARLDAO Loan
Lofty Holding 9634 S Green Street DAO LLC-9634 S Green St Operations-9341,"June 04, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1000,Transfers & Other,Transfers Between Accounts,,9634 S Green St,,Capital Call via EARLDAO Loan
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  DPQTCE6DYZ,475.88,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 04, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  DPQTCE6DYZ,310.59,,,,90 Madison Ave,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 04, 2025",Baselane,Baselane  |  Rent#777058,1500,Revenue,Rents,,326 South Alcott Street,,
PELICAN LFTY0316 DAO LLC-326-332 S Alcott Operations-4400,"June 04, 2025",Baselane,Baselane  |  Rent#777010,1500,Revenue,Rents,,326 South Alcott Street,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"June 04, 2025",Baselane,Baselane  |  Rent#595537,710,Revenue,Rents,,724 3rd Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 04, 2025",DENVER PERMITS ONLINE,"Purchase from DENVER PERMITS ONLINE  |  Address: 720-913-1510, CO, US  |  **6267",-190,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 03, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",200,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,
"ECO Systems, LLC-ECO Systems Operations-2624","June 03, 2025",Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,Lion LFTY0435 DAO LLC  |  INTERNAL_TRANSFER,-200,Transfers & Other,Transfers Between Accounts,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 03, 2025",AFFIRM   PAY 80S,"AFFIRM   PAY 80S, AFFIRM   PAY 80S, SAN FRANCISCO, CA, US  |  **5487",-47.94,,,,84 Madison Ave,,Amazon; recurring payment
"ECO Systems, LLC-ECO Systems Operations-2624","June 03, 2025",AFFIRM   PAY Q7F,"AFFIRM   PAY Q7F, AFFIRM   PAY Q7F, SAN FRANCISCO, CA, US  |  **2012",-76.35,,,,86 Madison Ave,,86 Madison Furnishings
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  QQLUUOUHUV,128.74,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  X4TLVAHTKX,307.65,,,,86 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  X4TLVAHTKX,893.63,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  X4TLVAHTKX,147.54,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  ZKPNMPEX4W,524.07,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 03, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  ZKPNMPEX4W,696.44,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 03, 2025",VRBO,VRBO  |  PAYMENT,554.45,,,,88 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 03, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: DENVER, CO, US  |  **6267",-108.06,,,,804 S Quitman St,,Impact Driver and Drill Set
"ECO Systems, LLC-ECO Systems Operations-2624","June 03, 2025",VENMO *Josiah Cooper,"VENMO *Josiah Cooper, Visa Direct, NY, US  |  **4225",-156.87,,,,85-104 Alawa Pl,,Turo Car Rental June 13-18 for Alawa Furnishing
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 03, 2025",SPI*DENVER WATER,"Purchase from SPI*DENVER WATER  |  Address: 303-893-2444, CO, US  |  **6267",-249.76,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 03, 2025",Amazon.com*N69LL3TW1,"Purchase from Amazon.com*N69LL3TW1  |  Address: Amzn.com/bill, WA, US  |  **5487",-431.98,,,,84 Madison Ave,,2 sets of 6 dining chairs for 84.1 and 84.2
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 02, 2025",AFFIRM   PAY QNR,"AFFIRM   PAY QNR, AFFIRM   PAY QNR, SAN FRANCISCO, CA, US  |  **5487",-71.12,,,,84 Madison Ave,,Walmart; recurring payment
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 02, 2025",AMAZON.COM,"Purchase from AMAZON.COM  |  Address: SEATTLE, WA, US  |  **4243",-41.03,,,,84 Madison Ave,,ASURION 2 Year Furniture Protection Plan for Dining Chairs
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 02, 2025",Lodestone Design,Lodestone Design  |  Lodestone |  ST-I1H1S4N6N3V4,-1080,,,,804 S Quitman St,,Accessory Dwelling Unit (ADU) Permit Docs + Specs (for garage)
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"June 02, 2025",AFFIRM   PAY 4L7,"AFFIRM   PAY 4L7, AFFIRM   PAY 4L7, SAN FRANCISCO, CA, US  |  **5487",-44.1,,,,84 Madison Ave,,Walmart; recurring payment
Lion LFTY0435 DAO LLC-804 S Quitman St Reserves-1601,"June 02, 2025",Interest May 2025,Interest May 2025,1.08,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 02, 2025",Merch Mort Trust,Merch Mort Trust  |  first mo,-9910.16,Loan Payments & Capex,Mortgage Interest Payments,,804 S Quitman St,,"Declined, already wired May"
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"June 02, 2025",Merch Mort Trust,Returned received ACH transaction #297498243 due to: Account has insufficient funds,9910.16,Loan Payments & Capex,Mortgage Interest Payments,,804 S Quitman St,,"Declined, already wired May"
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"June 02, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  PGS7BH63FY,421.03,,,,88 Madison Ave,,
"ECO Systems, LLC-Aligned Operations-5957","June 02, 2025",Aligned Properties,Aligned Properti  |  WEB PMTS,-2697.93,,,,12507 Astor Ave,,Unpaid Bills due to Aligned
"ECO Systems, LLC-Aligned Operations-5957","June 02, 2025",Aligned Properties,Aligned Properti  |  WEB PMTS,-1908.41,,,,1432 Sara Ave.,,Unpaid Bills due to Aligned
"ECO Systems, LLC-Aligned Operations-5957","June 02, 2025",Aligned Properties,Aligned Properti  |  WEB PMTS,-2368.32,,,,2094 W 34th Place,,Unpaid Bills due to Aligned
